"","State","Year","Type_code","Type","Gender","Age_group","Total"
"40856","Chhattisgarh",2001,"Means_adopted","By Jumping off Moving Vehicles/Trains","Female","30-44",2
"193174","Rajasthan",2008,"Causes","Illness (Aids/STD)","Female","15-29",0
"87141","Haryana",2011,"Professional_Profile","Student","Female","0-14",14
"148154","Manipur",2012,"Causes","Professional/Career Problem","Male","0-14",0
"121497","Kerala",2012,"Means_adopted","By Hanging","Male","15-29",664
"167024","Nagaland",2009,"Means_adopted","By Jumping off Moving Vehicles/Trains","Male","45-59",0
"156567","Mizoram",2003,"Causes","Family Problems","Female","0-14",0
"82613","Haryana",2003,"Professional_Profile","Public Sector Undertaking","Female","0-14",0
"119871","Kerala",2009,"Means_adopted","By Consuming Insecticides","Female","60+",48
"203487","Tamil Nadu",2002,"Causes","Fall in Social Reputation","Female","60+",1
"104057","Jharkhand",2005,"Professional_Profile","Unemployed","Female","0-14",0
"78617","Gujarat",2008,"Means_adopted","By Fire/Self Immolation","Female","60+",67
"110943","Karnataka",2005,"Professional_Profile","Farming/Agriculture Activity","Female","60+",10
"155493","Mizoram",2001,"Causes","Unemployment","Female","15-29",0
"64514","Delhi (Ut)",2007,"Means_adopted","By Machine","Female","60+",0
"92579","Himachal Pradesh",2009,"Causes","Causes Not known","Male","60+",4
"177429","Puducherry",2004,"Causes","Ideological Causes/Hero Worshipping","Male","15-29",0
"5760","A & N Islands",2011,"Causes","Physical Abuse (Rape/Incest Etc.)","Female","45-59",0
"36004","Chandigarh",2004,"Professional_Profile","Student","Female","60+",0
"136248","Maharashtra",2002,"Professional_Profile","Service (Private)","Female","30-44",54
"17068","Arunachal Pradesh",2007,"Causes","Professional/Career Problem","Female","60+",0
"89012","Himachal Pradesh",2003,"Causes","Unemployment","Female","15-29",1
"22065","Assam",2004,"Causes","Paralysis","Female","45-59",1
"41369","Chhattisgarh",2002,"Means_adopted","By Jumping off Moving Vehicles/Trains","Male","0-14",1
"46254","Chhattisgarh",2011,"Causes","Causes Not known","Male","15-29",356
"109873","Karnataka",2004,"Causes","Divorce","Male","0-14",0
"96232","Jammu & Kashmir",2003,"Professional_Profile","Student","Male","30-44",0
"202910","Tamil Nadu",2001,"Causes","Insanity/Mental Illness","Female","60+",15
"76763","Gujarat",2005,"Causes","Failure in Examination","Male","60+",0
"125916","Lakshadweep",2008,"Means_adopted","By Drowning","Male","0-14",0
"166974","Nagaland",2009,"Means_adopted","By Overdose of sleeping pills","Female","30-44",0
"21082","Assam",2002,"Means_adopted","By Jumping from (Other sites)","Male","0-14",0
"191005","Rajasthan",2004,"Causes","Fall in Social Reputation","Male","30-44",13
"136253","Maharashtra",2002,"Professional_Profile","Retired Person","Female","30-44",5
"1701","A & N Islands",2004,"Causes","Paralysis","Female","0-14",0
"142939","Manipur",2002,"Means_adopted","By Other means","Male","45-59",0
"80325","Gujarat",2011,"Means_adopted","By Consuming Insecticides","Male","60+",80
"170891","Odisha",2004,"Means_adopted","By Jumping from (Other sites)","Male","15-29",2
"211419","Tripura",2002,"Professional_Profile","Others (Please Specify)","Female","0-14",2
"4741","A & N Islands",2009,"Education_Status","Hr. Secondary/Intermediate/Pre-Universit","Female","0-100+",4
"52396","D & N Haveli",2010,"Causes","Not having Children(Barrenness/Impotency","Female","15-29",0
"199393","Sikkim",2007,"Causes","Property Dispute","Male","15-29",0
"162526","Nagaland",2001,"Means_adopted","By Self Infliction of injury","Male","45-59",0
"88521","Himachal Pradesh",2002,"Causes","Fall in Social Reputation","Female","30-44",0
"34477","Chandigarh",2002,"Causes","Drug Abuse/Addiction","Female","30-44",0
"72147","Goa",2009,"Causes","Insanity/Mental Illness","Male","30-44",10
"178514","Puducherry",2006,"Causes","Illness (Aids/STD)","Female","15-29",0
"84147","Haryana",2006,"Means_adopted","By Overdose of sleeping pills","Female","0-14",0
"75944","Gujarat",2003,"Social_Status","Never Married","Male","0-100+",505
"179937","Puducherry",2008,"Means_adopted","By Over Alcoholism","Male","30-44",0
"29849","Bihar",2006,"Causes","Fall in Social Reputation","Female","0-14",0
"108755","Karnataka",2002,"Causes","Suspected/Illicit Relation","Male","0-14",0
"36648","Chandigarh",2006,"Causes","Other Prolonged Illness","Female","15-29",0
"62341","Delhi (Ut)",2003,"Professional_Profile","Public Sector Undertaking","Male","30-44",6
"26498","Assam",2012,"Causes","Physical Abuse (Rape/Incest Etc.)","Female","15-29",2
"61895","Delhi (Ut)",2003,"Causes","Death of Dear Person","Female","15-29",1
"203130","Tamil Nadu",2001,"Professional_Profile","Farming/Agriculture Activity","Female","0-14",7
"85857","Haryana",2009,"Means_adopted","By Consuming Insecticides","Male","0-14",1
"223610","Uttar Pradesh",2012,"Causes","Family Problems","Male","45-59",152
"228342","Uttarakhand",2008,"Means_adopted","By Drowning","Female","60+",0
"149309","Meghalaya",2002,"Causes","Illness (Aids/STD)","Female","15-29",0
"143259","Manipur",2003,"Causes","Other Causes (Please Specity)","Female","45-59",0
"46585","Chhattisgarh",2011,"Means_adopted","By Over Alcoholism","Male","60+",8
"27651","Bihar",2002,"Causes","Failure in Examination","Male","15-29",2
"90214","Himachal Pradesh",2005,"Causes","Insanity/Mental Illness","Male","30-44",3
"110123","Karnataka",2004,"Means_adopted","By Other means (please specify)","Female","0-14",22
"210867","Tripura",2001,"Professional_Profile","Retired Person","Male","0-14",0
"56351","Daman & Diu",2005,"Causes","Physical Abuse (Rape/Incest Etc.)","Female","30-44",0
"21669","Assam",2003,"Means_adopted","By Consuming Insecticides","Male","15-29",19
"149264","Meghalaya",2002,"Causes","Unemployment","Female","0-14",0
"203031","Tamil Nadu",2001,"Means_adopted","By Overdose of sleeping pills","Male","30-44",11
"180058","Puducherry",2008,"Professional_Profile","Professional Activity","Female","30-44",0
"63831","Delhi (Ut)",2006,"Means_adopted","By Jumping from (Other sites)","Male","0-14",2
"215715","Tripura",2010,"Causes","Divorce","Female","60+",0
"110645","Karnataka",2005,"Causes","Physical Abuse (Rape/Incest Etc.)","Male","60+",0
"197963","Sikkim",2004,"Means_adopted","By Jumping from (Building)","Male","15-29",0
"142078","Manipur",2001,"Causes","Fall in Social Reputation","Male","15-29",0
"151547","Meghalaya",2006,"Causes","Insanity/Mental Illness","Female","15-29",0
"54807","Daman & Diu",2002,"Causes","Failure in Examination","Male","60+",0
"76291","Gujarat",2004,"Means_adopted","By Fire/Self Immolation","Female","30-44",178
"132912","Madhya Pradesh",2008,"Professional_Profile","House Wife","Male","60+",0
"135614","Maharashtra",2001,"Means_adopted","By Overdose of sleeping pills","Male","60+",4
"222672","Uttar Pradesh",2010,"Means_adopted","By Other means (please specify)","Female","45-59",8
"232668","West Bengal",2004,"Causes","Bankruptcy or Sudden change in Economic","Female","60+",0
"220881","Uttar Pradesh",2007,"Means_adopted","By Over Alcoholism","Female","0-14",0
"113986","Karnataka",2011,"Causes","Physical Abuse (Rape/Incest Etc.)","Female","45-59",0
"96914","Jammu & Kashmir",2005,"Causes","Unemployment","Female","15-29",2
"116241","Kerala",2003,"Causes","Not having Children(Barrenness/Impotency","Female","45-59",6
"236384","West Bengal",2010,"Professional_Profile","Self-employed (Business activity)","Male","60+",21
"10114","Andhra Pradesh",2007,"Causes","Cancer","Female","0-14",0
"193364","Rajasthan",2008,"Causes","Ideological Causes/Hero Worshipping","Male","60+",0
"78525","Gujarat",2008,"Means_adopted","By Fire/Self Immolation","Female","15-29",263
"74444","Gujarat",2001,"Causes","Failure in Examination","Male","45-59",0
"194996","Rajasthan",2011,"Causes","Other Prolonged Illness","Female","45-59",14
"219879","Uttar Pradesh",2005,"Means_adopted","By Jumping from (Other sites)","Female","60+",0
"127499","Lakshadweep",2011,"Causes","Cancellation/Non-Settlement of Marriage","Female","60+",0
"23263","Assam",2006,"Causes","Insanity/Mental Illness","Female","60+",0
"79607","Gujarat",2010,"Education_Status","Diploma","Male","0-100+",21
"191778","Rajasthan",2005,"Means_adopted","By Consuming Other Poison","Female","30-44",150
"169478","Odisha",2002,"Causes","Poverty","Female","15-29",12
"182603","Punjab",2001,"Causes","Dowry Dispute","Female","60+",0
"5098","A & N Islands",2010,"Causes","Family Problems","Female","15-29",2
"100321","Jammu & Kashmir",2011,"Causes","Family Problems","Male","15-29",2
"26955","Assam",2012,"Professional_Profile","Others (Please Specify)","Male","45-59",51
"180586","Puducherry",2009,"Professional_Profile","Others (Please Specify)","Male","0-14",0
"80563","Gujarat",2012,"Causes","Insanity/Mental Illness","Male","15-29",115
"172535","Odisha",2007,"Means_adopted","By Machine","Female","0-14",0
"31974","Bihar",2009,"Professional_Profile","Professional Activity","Male","0-14",0
"171100","Odisha",2004,"Professional_Profile","Public Sector Undertaking","Male","60+",0
"181167","Puducherry",2010,"Professional_Profile","Student","Male","15-29",4
"149743","Meghalaya",2002,"Professional_Profile","House Wife","Male","30-44",0
"130738","Madhya Pradesh",2005,"Causes","Causes Not known","Female","15-29",312
"202238","Sikkim",2012,"Causes","Drug Abuse/Addiction","Female","30-44",7
"109390","Karnataka",2003,"Causes","Insanity/Mental Illness","Female","30-44",65
"151726","Meghalaya",2006,"Causes","Divorce","Male","60+",0
"227208","Uttarakhand",2006,"Means_adopted","By Consuming Insecticides","Female","60+",2
"170375","Odisha",2003,"Means_adopted","By Hanging","Female","45-59",73
"129819","Madhya Pradesh",2003,"Means_adopted","By Consuming Other Poison","Female","0-14",7
"174869","Odisha",2011,"Means_adopted","By coming under running vehicles/trains","Female","30-44",19
"182793","Punjab",2001,"Means_adopted","By touching electric wires","Female","60+",9
"1041","A & N Islands",2002,"Professional_Profile","Professional Activity","Male","15-29",0
"25304","Assam",2010,"Causes","Other Prolonged Illness","Female","0-14",1
"152069","Meghalaya",2007,"Causes","Causes Not known","Female","0-14",0
"107957","Jharkhand",2012,"Means_adopted","By Overdose of sleeping pills","Female","45-59",3
"92934","Himachal Pradesh",2010,"Causes","Suspected/Illicit Relation","Male","0-14",0
"61941","Delhi (Ut)",2003,"Causes","Fall in Social Reputation","Male","15-29",0
"171328","Odisha",2005,"Causes","Unemployment","Male","45-59",2
"20074","Arunachal Pradesh",2012,"Means_adopted","By Fire-Arms","Male","60+",0
"209599","Total (All India)",2005,"Social_Status","Widowed/Widower","Female","0-100+",2407
"230115","Uttarakhand",2011,"Professional_Profile","Service (Government)","Male","30-44",9
"115971","Kerala",2002,"Professional_Profile","Others (Please Specify)","Female","15-29",54
"232964","West Bengal",2004,"Professional_Profile","Retired Person","Male","45-59",0
"3508","A & N Islands",2007,"Causes","Professional/Career Problem","Male","30-44",0
"80480","Gujarat",2012,"Causes","Divorce","Female","0-14",0
"56549","Daman & Diu",2005,"Means_adopted","By Fire/Self Immolation","Female","15-29",2
"115705","Kerala",2002,"Causes","Not having Children (Barrenness/Impotency","Male","45-59",0
"93767","Himachal Pradesh",2011,"Means_adopted","By Self Infliction of injury","Male","0-14",0
"103366","Jharkhand",2004,"Means_adopted","By Over Alcoholism","Female","15-29",0
"50854","D & N Haveli",2007,"Causes","Causes Not known","Female","60+",0
"73160","Goa",2011,"Causes","Professional/Career Problem","Male","0-14",0
"40072","Chandigarh",2012,"Causes","Drug Abuse/Addiction","Female","30-44",0
"237046","West Bengal",2012,"Causes","Illegitimate Pregnancy","Male","15-29",0
"9089","Andhra Pradesh",2005,"Causes","Ideological Causes/Hero Worshipping","Female","30-44",2
"179627","Puducherry",2008,"Causes","Bankruptcy or Sudden change in Economic","Female","15-29",0
"211911","Tripura",2003,"Means_adopted","By Hanging","Male","30-44",72
"63326","Delhi (Ut)",2005,"Means_adopted","By Other means (please specify)","Male","30-44",9
"219453","Uttar Pradesh",2004,"Social_Status","Widowed/Widower","Female","0-100+",98
"1448","A & N Islands",2003,"Means_adopted","By Machine","Male","15-29",0
"67148","Delhi (Ut)",2012,"Causes","Property Dispute","Female","60+",1
"162461","Nagaland",2001,"Means_adopted","By Machine","Male","15-29",0
"190918","Rajasthan",2004,"Causes","Property Dispute","Female","15-29",5
"115120","Kerala",2001,"Causes","Drug Abuse/Addiction","Male","45-59",27
"15391","Arunachal Pradesh",2004,"Causes","Dowry Dispute","Female","60+",0
"158115","Mizoram",2005,"Professional_Profile","Others (Please Specify)","Male","0-14",0
"232075","West Bengal",2003,"Causes","Property Dispute","Male","45-59",102
"126712","Lakshadweep",2009,"Professional_Profile","Public Sector Undertaking","Male","60+",0
"5273","A & N Islands",2010,"Causes","Love Affairs","Male","60+",0
"35726","Chandigarh",2004,"Causes","Unemployment","Male","60+",0
"90069","Himachal Pradesh",2004,"Professional_Profile","House Wife","Male","60+",0
"117709","Kerala",2005,"Professional_Profile","Professional Activity","Male","45-59",1
"167180","Nagaland",2009,"Social_Status","Divorcee","Female","0-100+",0
"120235","Kerala",2010,"Causes","Cancer","Male","45-59",61
"179139","Puducherry",2007,"Causes","Ideological Causes/Hero Worshipping","Female","30-44",0
"185646","Punjab",2006,"Professional_Profile","Others (Please Specify)","Female","0-14",12
"21610","Assam",2003,"Education_Status","Middle","Female","0-100+",420
"42276","Chhattisgarh",2004,"Causes","Insanity/Mental Illness","Female","15-29",26
"166324","Nagaland",2008,"Causes","Cancer","Male","60+",0
"121730","Lakshadweep",2001,"Causes","Insanity/Mental Illness","Female","0-14",0
"96249","Jammu & Kashmir",2003,"Professional_Profile","House Wife","Male","45-59",0
"223303","Uttar Pradesh",2011,"Professional_Profile","Farming/Agriculture Activity","Male","0-14",3
"89297","Himachal Pradesh",2003,"Means_adopted","By Jumping from (Building)","Female","30-44",0
"115753","Kerala",2002,"Causes","Divorce","Male","60+",2
"28066","Bihar",2002,"Professional_Profile","Others (Please Specify)","Male","30-44",26
"35921","Chandigarh",2004,"Professional_Profile","House Wife","Male","0-14",0
"220388","Uttar Pradesh",2006,"Means_adopted","By Jumping from (Other sites)","Male","30-44",14
"101879","Jharkhand",2001,"Professional_Profile","Unemployed","Female","45-59",0
"177316","Puducherry",2003,"Professional_Profile","Others (Please Specify)","Male","60+",17
"221344","Uttar Pradesh",2008,"Causes","Death of Dear Person","Male","45-59",0
"186066","Punjab",2007,"Means_adopted","By Machine","Male","0-14",0
"34711","Chandigarh",2002,"Means_adopted","By Other means","Male","30-44",0
"215313","Tripura",2009,"Means_adopted","By Consuming Other Poison","Female","45-59",13
"33311","Bihar",2012,"Causes","Cancer","Male","15-29",0
"100729","Jammu & Kashmir",2011,"Professional_Profile","Retired Person","Male","30-44",0
"101401","Jharkhand",2001,"Causes","Paralysis","Male","0-14",0
"183058","Punjab",2002,"Causes","Poverty","Female","30-44",0
"44138","Chhattisgarh",2007,"Causes","Other Causes (Please Specity)","Male","60+",76
"215576","Tripura",2010,"Causes","Love Affairs","Female","15-29",19
"206731","Tamil Nadu",2008,"Causes","Insanity/Mental Illness","Male","15-29",67
"45466","Chhattisgarh",2009,"Means_adopted","By Jumping from (Building)","Male","60+",0
"232583","West Bengal",2004,"Causes","Drug Abuse/Addiction","Male","30-44",21
"177042","Puducherry",2003,"Education_Status","Graduate","Male","0-100+",5
"82312","Haryana",2003,"Causes","Other Prolonged Illness","Male","30-44",20
"62092","Delhi (Ut)",2003,"Causes","Drug Abuse/Addiction","Male","60+",0
"225710","Uttarakhand",2004,"Causes","Fall in Social Reputation","Male","0-14",0
"213031","Tripura",2005,"Means_adopted","By Jumping from (Other sites)","Male","30-44",0
"2162","A & N Islands",2004,"Professional_Profile","Student","Female","30-44",0
"11801","Andhra Pradesh",2009,"Social_Status","Seperated","Female","0-100+",421
"181236","Puducherry",2010,"Professional_Profile","Unemployed","Male","60+",16
"76970","Gujarat",2005,"Professional_Profile","House Wife","Male","15-29",548
"70375","Goa",2006,"Causes","Cancer","Female","15-29",0
"185283","Punjab",2006,"Causes","Other Prolonged Illness","Male","15-29",8
"21962","Assam",2004,"Causes","Not having Children(Barrenness/Impotency","Female","15-29",0
"114402","Karnataka",2012,"Causes","Insanity/Mental Illness","Male","0-14",4
"174132","Odisha",2010,"Causes","Professional/Career Problem","Female","45-59",0
"146736","Manipur",2009,"Means_adopted","By Other means (please specify)","Female","0-14",0
"128138","Lakshadweep",2012,"Means_adopted","By Self Infliction of injury","Male","0-14",0
"175039","Odisha",2011,"Professional_Profile","Service (Government)","Male","45-59",16
"52893","D & N Haveli",2011,"Causes","Insanity/Mental Illness","Female","0-14",0
"101326","Jammu & Kashmir",2012,"Professional_Profile","Others (Please Specify)","Male","60+",5
"111125","Karnataka",2006,"Causes","Death of Dear Person","Male","30-44",12
"68149","Goa",2002,"Causes","Causes Not known","Male","15-29",16
"234509","West Bengal",2007,"Means_adopted","By Jumping off Moving Vehicles/Trains","Female","45-59",0
"190678","Rajasthan",2003,"Means_adopted","By Over Alcoholism","Female","45-59",26
"232812","West Bengal",2004,"Means_adopted","By Overdose of sleeping pills","Female","45-59",30
"20460","Assam",2001,"Causes","Cancellation/Non-Settlement of Marriage","Male","60+",0
"35541","Chandigarh",2004,"Causes","Suspected/Illicit Relation","Female","15-29",0
"165009","Nagaland",2006,"Causes","Drug Abuse/Addiction","Female","15-29",1
"182401","Punjab",2001,"Causes","Other Prolonged Illness","Female","0-14",0
"89911","Himachal Pradesh",2004,"Means_adopted","By Hanging","Male","45-59",9
"141243","Maharashtra",2011,"Means_adopted","By Drowning","Male","45-59",184
"235899","West Bengal",2010,"Causes","Drug Abuse/Addiction","Female","15-29",2
"21817","Assam",2003,"Professional_Profile","Service (Private)","Male","15-29",27
"68016","Goa",2001,"Professional_Profile","Student","Male","45-59",0
"74248","Goa",2012,"Social_Status","Seperated","Male","0-100+",0
"168295","Nagaland",2011,"Social_Status","Widowed/Widower","Female","0-100+",0
"141285","Maharashtra",2011,"Means_adopted","By Over Alcoholism","Male","60+",12
"235052","West Bengal",2008,"Means_adopted","By Fire-Arms","Female","30-44",1
"226299","Uttarakhand",2005,"Causes","Dowry Dispute","Female","15-29",10
"122263","Lakshadweep",2001,"Professional_Profile","Public Sector Undertaking","Male","60+",0
"207797","Tamil Nadu",2010,"Causes","Death of Dear Person","Female","0-14",3
"67530","Goa",2001,"Causes","Professional/Career Problem","Male","0-14",0
"71346","Goa",2007,"Professional_Profile","Student","Male","15-29",10
"51926","D & N Haveli",2009,"Causes","Insanity/Mental Illness","Female","45-59",0
"60738","Delhi (Ut)",2001,"Causes","Illness (Aids/STD)","Male","0-14",0
"161771","Mizoram",2012,"Causes","Professional/Career Problem","Female","45-59",0
"37836","Chandigarh",2008,"Causes","Other Causes (Please Specity)","Female","30-44",0
"127516","Lakshadweep",2011,"Causes","Illegitimate Pregnancy","Female","60+",0
"71609","Goa",2008,"Causes","Physical Abuse (Rape/Incest Etc.)","Female","45-59",0
"193021","Rajasthan",2007,"Professional_Profile","Service (Government)","Female","15-29",10
"33669","Bihar",2012,"Professional_Profile","Student","Female","0-14",1
"116217","Kerala",2003,"Causes","Not having Children(Barrenness/Impotency","Male","30-44",8
"229649","Uttarakhand",2011,"Causes","Property Dispute","Male","0-14",0
"33584","Bihar",2012,"Means_adopted","By Consuming Other Poison","Male","30-44",11
"159715","Mizoram",2008,"Means_adopted","By Other means (please specify)","Male","30-44",3
"113281","Karnataka",2010,"Causes","Cancer","Male","0-14",0
"53706","D & N Haveli",2012,"Education_Status","Post Graduate and Above","Female","0-100+",0
"33931","Chandigarh",2001,"Causes","Insanity/Mental Illness","Male","30-44",0
"196442","Sikkim",2001,"Professional_Profile","Professional Activity","Male","30-44",6
"41598","Chhattisgarh",2002,"Professional_Profile","House Wife","Male","45-59",0
"54777","Daman & Diu",2002,"Causes","Causes Not known","Female","60+",0
"75550","Gujarat",2003,"Causes","Cancer","Female","45-59",4
"106110","Jharkhand",2009,"Causes","Fall in Social Reputation","Female","60+",0
"128694","Madhya Pradesh",2001,"Means_adopted","By coming under running vehicles/trains","Male","0-14",1
"18647","Arunachal Pradesh",2010,"Causes","Property Dispute","Female","30-44",0
"65414","Delhi (Ut)",2009,"Causes","Bankruptcy or Sudden change in Economic","Male","45-59",4
"32693","Bihar",2011,"Causes","Love Affairs","Male","0-14",0
"228634","Uttarakhand",2009,"Causes","Illness (Aids/STD)","Male","30-44",0
"61281","Delhi (Ut)",2002,"Causes","Love Affairs","Female","0-14",0
"7667","Andhra Pradesh",2002,"Means_adopted","By Consuming Other Poison","Female","45-59",402
"46427","Chhattisgarh",2011,"Education_Status","Graduate","Female","0-100+",13
"82048","Haryana",2002,"Professional_Profile","Others (Please Specify)","Female","0-14",12
"197252","Sikkim",2003,"Causes","Dowry Dispute","Female","45-59",0
"78396","Gujarat",2008,"Causes","Drug Abuse/Addiction","Male","45-59",6
"146037","Manipur",2008,"Causes","Ideological Causes/Hero Worshipping","Male","30-44",0
"63421","Delhi (Ut)",2005,"Professional_Profile","Professional Activity","Male","0-14",0
"112586","Karnataka",2008,"Professional_Profile","House Wife","Male","15-29",0
"157425","Mizoram",2004,"Means_adopted","By Overdose of sleeping pills","Female","15-29",0
"100951","Jammu & Kashmir",2012,"Causes","Unemployment","Male","45-59",0
"88085","Himachal Pradesh",2001,"Education_Status","Diploma","Male","0-100+",0
"215631","Tripura",2010,"Causes","Death of Dear Person","Male","30-44",0
"171000","Odisha",2004,"Professional_Profile","Student","Female","0-14",28
"53669","D & N Haveli",2012,"Causes","Suspected/Illicit Relation","Female","60+",0
"190172","Rajasthan",2002,"Professional_Profile","Student","Female","0-14",22
"221229","Uttar Pradesh",2008,"Causes","Professional/Career Problem","Female","15-29",0
"59298","Daman & Diu",2010,"Education_Status","No Education","Male","0-100+",1
"1001","A & N Islands",2002,"Professional_Profile","Professional Activity","Female","0-14",0
"19626","Arunachal Pradesh",2011,"Professional_Profile","Public Sector Undertaking","Female","60+",0
"179333","Puducherry",2007,"Means_adopted","By Fire-Arms","Female","15-29",0
"208222","Tamil Nadu",2010,"Professional_Profile","House Wife","Female","0-14",3
"50234","D & N Haveli",2006,"Causes","Divorce","Male","30-44",0
"224775","Uttarakhand",2002,"Causes","Cancellation/Non-Settlement of Marriage","Female","60+",0
"38597","Chandigarh",2009,"Means_adopted","By Jumping from (Building)","Male","15-29",1
"146894","Manipur",2009,"Professional_Profile","Farming/Agriculture Activity","Female","0-14",0
"14512","Arunachal Pradesh",2002,"Professional_Profile","Farming/Agriculture Activity","Male","0-14",0
"172816","Odisha",2007,"Social_Status","Married","Male","0-100+",1589
"219504","Uttar Pradesh",2005,"Causes","Physical Abuse (Rape/Incest Etc.)","Male","0-14",0
"143664","Manipur",2004,"Causes","Family Problems","Female","0-14",0
"169370","Odisha",2001,"Professional_Profile","Self-employed (Business activity)","Female","45-59",20
"93279","Himachal Pradesh",2010,"Means_adopted","By Overdose of sleeping pills","Female","45-59",0
"221321","Uttar Pradesh",2008,"Causes","Cancer","Female","45-59",6
"3840","A & N Islands",2007,"Professional_Profile","Public Sector Undertaking","Female","30-44",0
"236575","West Bengal",2011,"Causes","Cancellation/Non-Settlement of Marriage","Female","45-59",5
"45020","Chhattisgarh",2008,"Professional_Profile","Student","Male","60+",0
"88896","Himachal Pradesh",2002,"Professional_Profile","Retired Person","Male","30-44",0
"147587","Manipur",2011,"Causes","Fall in Social Reputation","Female","0-14",0
"128989","Madhya Pradesh",2002,"Causes","Illness (Aids/STD)","Female","0-14",1
"230677","Uttarakhand",2012,"Professional_Profile","Farming/Agriculture Activity","Male","30-44",5
"99420","Jammu & Kashmir",2009,"Means_adopted","By Consuming Other Poison","Female","15-29",26
"103488","Jharkhand",2004,"Means_adopted","By Fire/Self Immolation","Male","60+",0
"20729","Assam",2001,"Professional_Profile","House Wife","Female","45-59",68
"145247","Manipur",2006,"Professional_Profile","Others (Please Specify)","Male","15-29",0
"169139","Odisha",2001,"Means_adopted","By Machine","Female","0-14",0
"206119","Tamil Nadu",2007,"Causes","Dowry Dispute","Male","0-14",0
"235651","West Bengal",2009,"Means_adopted","By Machine","Female","45-59",1
"136029","Maharashtra",2002,"Education_Status","Middle","Male","0-100+",2512
"220813","Uttar Pradesh",2007,"Causes","Illness (Aids/STD)","Female","60+",0
"168077","Nagaland",2011,"Means_adopted","By Self Infliction of injury","Male","15-29",0
"8300","Andhra Pradesh",2003,"Professional_Profile","Others (Please Specify)","Male","0-14",17
"68033","Goa",2001,"Professional_Profile","Retired Person","Male","60+",3
"9293","Andhra Pradesh",2005,"Means_adopted","By Self Infliction of injury","Female","15-29",0
"160908","Mizoram",2010,"Means_adopted","By Hanging","Male","60+",2
"53561","D & N Haveli",2012,"Causes","Property Dispute","Female","30-44",0
"125405","Lakshadweep",2007,"Means_adopted","By Fire-Arms","Female","30-44",0
"148630","Manipur",2012,"Professional_Profile","Self-employed (Business activity)","Female","45-59",0
"18306","Arunachal Pradesh",2009,"Means_adopted","By Machine","Male","30-44",0
"151749","Meghalaya",2006,"Education_Status","Middle","Female","0-100+",11
"36388","Chandigarh",2005,"Means_adopted","By Jumping off Moving Vehicles/Trains","Female","30-44",0
"77253","Gujarat",2006,"Causes","Professional/Career Problem","Female","45-59",2
"95646","Jammu & Kashmir",2002,"Professional_Profile","Unemployed","Female","30-44",1
"54752","Daman & Diu",2002,"Causes","Failure in Examination","Male","45-59",0
"16614","Arunachal Pradesh",2006,"Means_adopted","By Drowning","Male","15-29",0
"178558","Puducherry",2006,"Causes","Physical Abuse (Rape/Incest Etc.)","Female","30-44",0
"74271","Gujarat",2001,"Causes","Other Causes (Please Specity)","Female","0-14",2
"64449","Delhi (Ut)",2007,"Means_adopted","By Fire/Self Immolation","Female","30-44",18
"42659","Chhattisgarh",2004,"Professional_Profile","Professional Activity","Male","0-14",0
"119158","Kerala",2008,"Causes","Other Causes (Please Specity)","Male","60+",16
"85088","Haryana",2008,"Causes","Causes Not known","Male","15-29",144
"123783","Lakshadweep",2004,"Means_adopted","By Machine","Male","45-59",0
"193001","Rajasthan",2007,"Professional_Profile","Others (Please Specify)","Female","0-14",36
"85250","Haryana",2008,"Causes","Bankruptcy or Sudden change in Economic","Male","60+",0
"151238","Meghalaya",2005,"Means_adopted","By Over Alcoholism","Female","15-29",0
"40765","Chhattisgarh",2001,"Education_Status","No Education","Female","0-100+",423
"206401","Tamil Nadu",2007,"Means_adopted","By Fire/Self Immolation","Female","15-29",758
"145496","Manipur",2007,"Causes","Professional/Career Problem","Female","45-59",0
"47814","D & N Haveli",2001,"Professional_Profile","Service (Private)","Male","45-59",1
"164267","Nagaland",2004,"Professional_Profile","Retired Person","Female","0-14",0
"89426","Himachal Pradesh",2003,"Professional_Profile","Self-employed (Business activity)","Female","15-29",0
"162451","Nagaland",2001,"Means_adopted","By touching electric wires","Male","0-14",0
"106100","Jharkhand",2009,"Causes","Bankruptcy or Sudden change in Economic","Female","60+",0
"141399","Maharashtra",2011,"Professional_Profile","Public Sector Undertaking","Male","60+",3
"157868","Mizoram",2005,"Causes","Cancellation/Non-Settlement of Marriage","Male","45-59",0
"222658","Uttar Pradesh",2010,"Means_adopted","By Jumping from (Other sites)","Male","30-44",0
"102023","Jharkhand",2002,"Causes","Poverty","Male","15-29",3
"226592","Uttarakhand",2005,"Means_adopted","By Drowning","Female","30-44",2
"122920","Lakshadweep",2003,"Causes","Failure in Examination","Male","15-29",0
"31768","Bihar",2009,"Causes","Not having Children(Barrenness/Impotency","Male","60+",0
"3897","A & N Islands",2007,"Professional_Profile","Self-employed (Business activity)","Male","60+",0
"87106","Haryana",2011,"Means_adopted","By Self Infliction of injury","Female","60+",0
"177","A & N Islands",2001,"Causes","Poverty","Female","45-59",0
"130556","Madhya Pradesh",2004,"Professional_Profile","Public Sector Undertaking","Male","0-14",0
"148228","Manipur",2012,"Causes","Ideological Causes/Hero Worshipping","Male","30-44",0
"135273","Maharashtra",2001,"Causes","Unemployment","Male","15-29",153
"9927","Andhra Pradesh",2006,"Means_adopted","By touching electric wires","Female","45-59",2
